iter	RMSE_SumError	RMSE_SumWeight	MAE_SumError	MAE_SumWeight
500	26362.10971	1305	3682.556929	1305
501	26202.63033	1305	3669.575776	1305
502	26149.93539	1305	3665.347735	1305
503	26053.938	1305	3650.813264	1305
504	26046.36617	1305	3649.878491	1305
505	25990.51217	1305	3641.328299	1305
506	25975.31596	1305	3640.467594	1305
507	25902.12843	1305	3630.562384	1305
508	25902.87575	1305	3629.759849	1305
509	25797.61737	1305	3619.882737	1305
510	25724.79161	1305	3611.137779	1305
511	25716.08878	1305	3610.41036	1305
512	25662.05521	1305	3603.256822	1305
513	25642.17488	1305	3602.610407	1305
514	25574.74052	1305	3593.074693	1305
515	25559.59387	1305	3592.317513	1305
516	25518.47527	1305	3586.249627	1305
517	25518.69605	1305	3586.293765	1305
518	25421.03417	1305	3579.744975	1305
519	25428.51935	1305	3580.23736	1305
520	25331.51118	1305	3569.32624	1305
521	25254.61351	1305	3564.118654	1305
522	25170.77189	1305	3558.669574	1305
523	25101.82195	1305	3556.440515	1305
524	25102.06582	1305	3556.488217	1305
525	24995.91406	1305	3547.568664	1305
526	24944.66501	1305	3540.152018	1305
527	24901.95048	1305	3533.452653	1305
528	24902.07705	1305	3533.478025	1305
529	24817.40838	1305	3522.574146	1305
530	24816.44453	1305	3522.615748	1305
531	24720.91812	1305	3514.781316	1305
532	24725.20059	1305	3514.927316	1305
533	24709.63548	1305	3511.47792	1305
534	24657.54097	1305	3503.092934	1305
535	24583.86236	1305	3497.945983	1305
536	24601.45592	1305	3500.185778	1305
537	24546.95898	1305	3495.181854	1305
538	24545.60876	1305	3494.82785	1305
539	24545.70997	1305	3494.88139	1305
540	24545.39363	1305	3494.651766	1305
541	24517.67302	1305	3488.373374	1305
542	24518.66693	1305	3488.165858	1305
543	24508.13128	1305	3488.95484	1305
544	24462.26604	1305	3482.216326	1305
545	24440.70275	1305	3478.696988	1305
546	24370.86302	1305	3474.247894	1305
547	24344.59446	1305	3470.649176	1305
548	24234.08955	1305	3462.263057	1305
549	24202.6794	1305	3457.111157	1305
550	24091.58377	1305	3445.620809	1305
551	24091.71336	1305	3445.650702	1305
552	24032.57044	1305	3441.712973	1305
553	23985.04453	1305	3434.339687	1305
554	23974.41402	1305	3432.606077	1305
555	24004.43015	1305	3433.550269	1305
556	23984.26874	1305	3431.706131	1305
557	23908.47251	1305	3421.884438	1305
558	23857.25203	1305	3419.230338	1305
559	23854.57601	1305	3418.589416	1305
560	23817.59754	1305	3415.433193	1305
561	23800.18747	1305	3408.28898	1305
562	23795.75833	1305	3407.822903	1305
563	23798.45472	1305	3408.050992	1305
564	23777.79584	1305	3405.718018	1305
565	23756.8605	1305	3401.828598	1305
566	23755.40984	1305	3402.086887	1305
567	23729.8414	1305	3400.346637	1305
568	23728.64992	1305	3400.148691	1305
569	23635.48079	1305	3382.697235	1305
570	23596.47515	1305	3377.950797	1305
571	23516.16294	1305	3369.301199	1305
572	23477.08646	1305	3366.762009	1305
573	23477.38294	1305	3366.871461	1305
574	23432.59321	1305	3362.969755	1305
575	23428.51341	1305	3362.754661	1305
576	23362.16781	1305	3356.894066	1305
577	23310.84654	1305	3351.929227	1305
578	23291.88422	1305	3347.882769	1305
579	23313.29448	1305	3348.768542	1305
580	23336.98404	1305	3349.393632	1305
581	23322.54608	1305	3348.403418	1305
582	23254.19628	1305	3339.795143	1305
583	23250.04143	1305	3339.539337	1305
584	23177.32861	1305	3331.541461	1305
585	23163.39428	1305	3330.390233	1305
586	23122.08481	1305	3325.217278	1305
587	23059.47064	1305	3316.365263	1305
588	23028.94839	1305	3311.13093	1305
589	23007.0837	1305	3310.191879	1305
590	22943.29172	1305	3303.21403	1305
591	22927.30587	1305	3300.273173	1305
592	22919.83084	1305	3298.524937	1305
593	22854.79143	1305	3290.524436	1305
594	22799.63378	1305	3286.430155	1305
595	22769.35346	1305	3283.725038	1305
596	22719.98184	1305	3278.628845	1305
597	22719.1975	1305	3278.53361	1305
598	22679.60037	1305	3275.567942	1305
599	22623.78587	1305	3270.173962	1305
600	22560.28376	1305	3263.34252	1305
601	22553.3556	1305	3262.642837	1305
602	22553.21497	1305	3262.334934	1305
603	22514.69098	1305	3259.516506	1305
604	22479.62357	1305	3258.599949	1305
605	22467.39432	1305	3258.818326	1305
606	22442.74109	1305	3256.758702	1305
607	22438.11082	1305	3256.304868	1305
608	22380.85336	1305	3249.05974	1305
609	22368.31099	1305	3243.017056	1305
610	22366.36575	1305	3242.674523	1305
611	22353.33325	1305	3241.028824	1305
612	22308.02463	1305	3233.721787	1305
613	22253.86926	1305	3226.262067	1305
614	22214.00831	1305	3220.504644	1305
615	22186.31239	1305	3218.206743	1305
616	22157.96194	1305	3214.439153	1305
617	22158.48805	1305	3214.281053	1305
618	22137.67002	1305	3210.948276	1305
619	22080.48168	1305	3207.324868	1305
620	22070.74514	1305	3207.177242	1305
621	22041.23176	1305	3204.221296	1305
622	21994.76034	1305	3199.987868	1305
623	21900.49769	1305	3194.307465	1305
624	21885.05511	1305	3188.623699	1305
625	21885.14483	1305	3188.63816	1305
626	21889.32164	1305	3188.824777	1305
627	21867.2475	1305	3187.195149	1305
628	21862.29803	1305	3185.92855	1305
629	21862.35402	1305	3185.944183	1305
630	21854.12075	1305	3184.966627	1305
631	21854.20831	1305	3185.018416	1305
632	21837.04733	1305	3184.249766	1305
633	21817.11119	1305	3179.721831	1305
634	21732.17229	1305	3174.558684	1305
635	21698.12604	1305	3171.237425	1305
636	21665.38316	1305	3165.18231	1305
637	21644.10946	1305	3162.779857	1305
638	21604.13923	1305	3155.884332	1305
639	21584.51671	1305	3154.660677	1305
640	21551.6953	1305	3149.273238	1305
641	21460.95657	1305	3135.232116	1305
642	21459.64024	1305	3135.344418	1305
643	21474.76372	1305	3135.894624	1305
644	21462.50446	1305	3134.129516	1305
645	21439.86401	1305	3131.039255	1305
646	21432.88838	1305	3129.801466	1305
647	21354.38442	1305	3125.653797	1305
648	21322.68233	1305	3121.46513	1305
649	21317.63295	1305	3121.025644	1305
650	21309.1677	1305	3117.850404	1305
651	21281.19392	1305	3114.756081	1305
652	21250.21796	1305	3111.553546	1305
653	21231.97797	1305	3108.58847	1305
654	21207.79688	1305	3104.716874	1305
655	21217.90628	1305	3105.010262	1305
656	21217.80085	1305	3105.068956	1305
657	21179.39912	1305	3099.901796	1305
658	21179.47107	1305	3099.93273	1305
659	21179.39854	1305	3099.880877	1305
660	21134.55164	1305	3096.394912	1305
661	21110.03829	1305	3091.602554	1305
662	21067.29454	1305	3085.513853	1305
663	21067.32611	1305	3085.53073	1305
664	21051.59862	1305	3084.255099	1305
665	21031.80683	1305	3082.537446	1305
666	21001.16388	1305	3078.487344	1305
667	20981.24335	1305	3076.527383	1305
668	20970.01918	1305	3075.399372	1305
669	20964.83908	1305	3075.045243	1305
670	20953.24664	1305	3073.745268	1305
671	20908.97319	1305	3068.94725	1305
672	20866.47965	1305	3061.61897	1305
673	20831.8389	1305	3059.370353	1305
674	20798.81325	1305	3053.479023	1305
675	20762.58663	1305	3047.384583	1305
676	20760.88096	1305	3047.407023	1305
677	20654.07466	1305	3042.112216	1305
678	20651.43118	1305	3041.743123	1305
679	20633.79008	1305	3038.942021	1305
680	20631.34702	1305	3038.977906	1305
681	20574.69683	1305	3033.563479	1305
682	20544.68277	1305	3028.105852	1305
683	20544.70109	1305	3028.087686	1305
684	20531.40366	1305	3024.90975	1305
685	20490.24046	1305	3022.023044	1305
686	20489.6255	1305	3022.314755	1305
687	20477.40583	1305	3021.79949	1305
688	20406.99119	1305	3015.754793	1305
689	20406.94053	1305	3015.685963	1305
690	20372.31739	1305	3014.363453	1305
691	20313.80379	1305	3007.790731	1305
692	20308.337	1305	3007.790072	1305
693	20306.04609	1305	3007.510727	1305
694	20302.29157	1305	3007.207529	1305
695	20288.19207	1305	3005.305977	1305
696	20288.20173	1305	3005.308817	1305
697	20277.36038	1305	3004.220645	1305
698	20264.06078	1305	3002.533162	1305
699	20263.65953	1305	3002.838076	1305
700	20229.13825	1305	2994.620894	1305
701	20225.93361	1305	2994.665153	1305
702	20213.67173	1305	2993.832775	1305
703	20217.30841	1305	2994.586527	1305
704	20199.2479	1305	2992.375763	1305
705	20195.57198	1305	2992.82583	1305
706	20178.83327	1305	2991.977717	1305
707	20176.05092	1305	2992.095148	1305
708	20171.16047	1305	2991.498752	1305
709	20162.18541	1305	2990.673655	1305
710	20144.07408	1305	2987.159863	1305
711	20134.81666	1305	2986.518906	1305
712	20133.63138	1305	2986.029999	1305
713	20133.85254	1305	2985.973444	1305
714	20106.09517	1305	2983.070998	1305
715	20048.38768	1305	2980.127927	1305
716	19950.5691	1305	2966.381819	1305
717	19933.53281	1305	2962.548828	1305
718	19905.12127	1305	2958.535329	1305
719	19880.38918	1305	2954.856977	1305
720	19874.2434	1305	2953.577648	1305
721	19859.41864	1305	2952.564499	1305
722	19852.99163	1305	2951.65876	1305
723	19846.63256	1305	2950.953166	1305
724	19819.18971	1305	2947.911489	1305
725	19817.83014	1305	2947.288725	1305
726	19751.50586	1305	2939.451201	1305
727	19726.51218	1305	2932.355924	1305
728	19693.19675	1305	2930.744791	1305
729	19681.28875	1305	2927.756242	1305
730	19675.60884	1305	2927.631983	1305
731	19617.96278	1305	2921.329016	1305
732	19623.38287	1305	2921.89868	1305
733	19626.5151	1305	2922.458171	1305
734	19611.39983	1305	2921.734217	1305
735	19577.122	1305	2919.34248	1305
736	19566.57807	1305	2918.182037	1305
737	19565.55199	1305	2918.009437	1305
738	19561.85293	1305	2915.367326	1305
739	19495.74342	1305	2912.358148	1305
740	19502.1326	1305	2912.777439	1305
741	19485.68288	1305	2910.577051	1305
742	19469.52943	1305	2905.799835	1305
743	19464.07896	1305	2904.763379	1305
744	19458.84862	1305	2904.22995	1305
745	19452.45706	1305	2899.677257	1305
746	19433.92637	1305	2899.126765	1305
747	19423.4149	1305	2897.362959	1305
748	19422.68175	1305	2897.060656	1305
749	19413.86636	1305	2895.745709	1305
750	19391.17124	1305	2891.4658	1305
751	19375.61224	1305	2887.941557	1305
752	19370.66421	1305	2887.004652	1305
753	19370.10982	1305	2886.695343	1305
754	19370.13015	1305	2886.706485	1305
755	19332.24277	1305	2882.867718	1305
756	19329.03532	1305	2882.708204	1305
757	19328.91115	1305	2881.737579	1305
758	19319.76266	1305	2879.966415	1305
759	19287.34919	1305	2875.907126	1305
760	19287.34787	1305	2875.882087	1305
761	19245.33866	1305	2870.202671	1305
762	19188.90206	1305	2867.733437	1305
763	19162.35022	1305	2864.631189	1305
764	19162.00647	1305	2864.459836	1305
765	19151.17564	1305	2863.489557	1305
766	19143.29439	1305	2859.267666	1305
767	19130.9829	1305	2858.052733	1305
768	19126.31204	1305	2857.620652	1305
769	19111.73909	1305	2854.889173	1305
770	19061.33767	1305	2849.021256	1305
771	19035.7773	1305	2846.452046	1305
772	19018.90622	1305	2844.237959	1305
773	19018.76819	1305	2843.946197	1305
774	19015.87918	1305	2843.259396	1305
775	18963.99309	1305	2833.084135	1305
776	18957.35304	1305	2829.458769	1305
777	18952.72224	1305	2829.107269	1305
778	18945.03146	1305	2827.566475	1305
779	18941.52882	1305	2826.274952	1305
780	18912.65587	1305	2822.912579	1305
781	18905.94563	1305	2822.181698	1305
782	18858.24892	1305	2818.803217	1305
783	18852.62648	1305	2818.441995	1305
784	18818.59707	1305	2813.490891	1305
785	18807.14792	1305	2811.990513	1305
786	18696.95193	1305	2805.386659	1305
787	18686.96428	1305	2804.161801	1305
788	18685.73007	1305	2803.629757	1305
789	18639.56392	1305	2793.640074	1305
790	18617.82894	1305	2789.591326	1305
791	18602.21116	1305	2786.719965	1305
792	18597.23411	1305	2786.261189	1305
793	18576.61796	1305	2782.453161	1305
794	18576.65716	1305	2782.503288	1305
795	18571.11125	1305	2781.443987	1305
796	18573.17514	1305	2781.35369	1305
797	18584.73503	1305	2780.760063	1305
798	18567.76905	1305	2776.705734	1305
799	18565.76867	1305	2775.373312	1305
800	18561.53966	1305	2773.144975	1305
801	18559.85241	1305	2772.947636	1305
802	18551.53818	1305	2772.042813	1305
803	18538.18497	1305	2770.460715	1305
804	18540.85882	1305	2770.642345	1305
805	18534.4997	1305	2769.850729	1305
806	18534.73007	1305	2767.453485	1305
807	18527.2274	1305	2765.30218	1305
808	18536.05721	1305	2762.095843	1305
809	18527.22046	1305	2760.136923	1305
810	18523.48636	1305	2759.968199	1305
811	18525.68547	1305	2759.630558	1305
812	18550.68019	1305	2761.985853	1305
813	18551.28243	1305	2761.781444	1305
814	18541.5208	1305	2760.129828	1305
815	18536.45521	1305	2755.862211	1305
816	18541.38971	1305	2751.459893	1305
817	18544.77816	1305	2751.445482	1305
818	18540.7959	1305	2751.184615	1305
819	18537.8992	1305	2750.880353	1305
820	18522.97379	1305	2747.266679	1305
821	18514.10099	1305	2746.026906	1305
822	18490.99229	1305	2743.225828	1305
823	18490.95927	1305	2743.12999	1305
824	18460.76655	1305	2739.487314	1305
825	18430.65539	1305	2735.416788	1305
826	18429.38511	1305	2734.381385	1305
827	18408.46797	1305	2732.149292	1305
828	18389.94048	1305	2731.438645	1305
829	18382.10585	1305	2729.967015	1305
830	18381.61947	1305	2729.988895	1305
831	18364.28179	1305	2725.878437	1305
832	18343.21213	1305	2723.344332	1305
833	18349.50753	1305	2723.189036	1305
834	18328.82348	1305	2720.569055	1305
835	18309.66246	1305	2717.378375	1305
836	18306.91548	1305	2716.738874	1305
837	18301.87404	1305	2712.265198	1305
838	18319.92185	1305	2711.895023	1305
839	18315.36448	1305	2711.717358	1305
840	18312.3115	1305	2710.069097	1305
841	18289.93589	1305	2707.518292	1305
842	18288.76843	1305	2707.585752	1305
843	18269.22829	1305	2705.85635	1305
844	18270.05252	1305	2705.791827	1305
845	18266.19513	1305	2705.29926	1305
846	18247.15167	1305	2704.029033	1305
847	18238.09623	1305	2702.956634	1305
848	18241.09433	1305	2703.338196	1305
849	18232.11139	1305	2702.056109	1305
850	18215.27607	1305	2699.902501	1305
851	18198.79825	1305	2697.178489	1305
852	18197.61122	1305	2697.214054	1305
853	18197.44953	1305	2697.247706	1305
854	18179.60279	1305	2696.169897	1305
855	18160.26118	1305	2693.690577	1305
856	18160.81716	1305	2693.559748	1305
857	18128.81502	1305	2690.496356	1305
858	18127.2724	1305	2690.884578	1305
859	18108.44177	1305	2687.087743	1305
860	18059.49509	1305	2684.984898	1305
861	18039.97377	1305	2683.166225	1305
862	18030.98056	1305	2682.055578	1305
863	18022.35821	1305	2680.605453	1305
864	18004.42423	1305	2678.364951	1305
865	18000.51315	1305	2677.948908	1305
866	17990.90439	1305	2677.07848	1305
867	17990.29852	1305	2677.058263	1305
868	17990.36612	1305	2677.078361	1305
869	17978.03453	1305	2676.386932	1305
870	17975.20763	1305	2676.222094	1305
871	17960.5078	1305	2673.941398	1305
872	17945.47048	1305	2672.896464	1305
873	17919.27929	1305	2671.516241	1305
874	17908.07083	1305	2669.766171	1305
875	17884.64259	1305	2668.821672	1305
876	17878.98045	1305	2667.942069	1305
877	17872.0866	1305	2666.153973	1305
878	17872.09357	1305	2666.156203	1305
879	17855.81337	1305	2662.372591	1305
880	17850.40382	1305	2660.642982	1305
881	17845.17891	1305	2660.715173	1305
882	17842.91167	1305	2660.083553	1305
883	17838.66595	1305	2658.794633	1305
884	17832.47533	1305	2658.664809	1305
885	17832.21102	1305	2658.972972	1305
886	17825.77373	1305	2652.322525	1305
887	17825.79114	1305	2652.526492	1305
888	17820.26401	1305	2651.899553	1305
889	17820.60963	1305	2651.80886	1305
890	17811.53357	1305	2649.960898	1305
891	17799.81099	1305	2648.909203	1305
892	17800.10808	1305	2648.816346	1305
893	17788.34111	1305	2647.868013	1305
894	17760.65585	1305	2645.183597	1305
895	17756.58529	1305	2644.322233	1305
896	17750.56251	1305	2643.29659	1305
897	17746.69681	1305	2643.203315	1305
898	17734.76766	1305	2641.142729	1305
899	17715.7821	1305	2636.157183	1305
900	17711.28204	1305	2635.7907	1305
901	17700.94293	1305	2634.869358	1305
902	17681.86046	1305	2634.718727	1305
903	17658.59047	1305	2630.857678	1305
904	17654.766	1305	2628.958814	1305
905	17622.03606	1305	2626.13811	1305
906	17597.60641	1305	2620.189822	1305
907	17586.82727	1305	2619.250234	1305
908	17519.46646	1305	2614.950823	1305
909	17518.65817	1305	2615.048333	1305
910	17490.11794	1305	2609.517905	1305
911	17472.18454	1305	2606.05959	1305
912	17456.68736	1305	2602.859767	1305
913	17456.73335	1305	2602.879483	1305
914	17457.14397	1305	2602.654035	1305
915	17462.6412	1305	2603.049481	1305
916	17458.55736	1305	2602.644576	1305
917	17453.12319	1305	2601.877905	1305
918	17452.49529	1305	2601.819838	1305
919	17437.80853	1305	2598.978183	1305
920	17432.93727	1305	2599.032946	1305
921	17432.98515	1305	2599.05307	1305
922	17404.87794	1305	2594.624823	1305
923	17402.7876	1305	2592.925685	1305
924	17399.18072	1305	2589.091943	1305
925	17388.13473	1305	2588.029268	1305
926	17384.421	1305	2587.863536	1305
927	17385.15698	1305	2587.612278	1305
928	17378.4684	1305	2587.658458	1305
929	17364.20036	1305	2584.179975	1305
930	17312.25941	1305	2577.077763	1305
931	17291.43955	1305	2573.847743	1305
932	17273.91938	1305	2572.747957	1305
933	17270.96871	1305	2572.371042	1305
934	17255.49268	1305	2570.940991	1305
935	17243.73029	1305	2569.178809	1305
936	17219.78461	1305	2565.48232	1305
937	17222.38213	1305	2565.338552	1305
938	17201.82261	1305	2560.53963	1305
939	17181.60424	1305	2558.163545	1305
940	17175.9239	1305	2556.721216	1305
941	17161.54526	1305	2553.663478	1305
942	17155.33394	1305	2551.94258	1305
943	17109.87305	1305	2547.69685	1305
944	17093.06709	1305	2544.878277	1305
945	17087.76885	1305	2543.463172	1305
946	17083.28164	1305	2542.792552	1305
947	17057.66081	1305	2541.59126	1305
948	17053.65571	1305	2541.88237	1305
949	17049.06038	1305	2541.4469	1305
950	17059.38325	1305	2542.926144	1305
951	17054.37794	1305	2542.616648	1305
952	17037.74917	1305	2540.823799	1305
953	17021.30141	1305	2537.944753	1305
954	17018.05972	1305	2537.689477	1305
955	17006.71092	1305	2536.428328	1305
956	16999.72099	1305	2536.251991	1305
957	17012.99866	1305	2537.264133	1305
958	17005.05379	1305	2537.04441	1305
959	16996.49124	1305	2535.790843	1305
960	16986.53665	1305	2533.620686	1305
961	16975.06274	1305	2532.576078	1305
962	16968.59865	1305	2531.586639	1305
963	16968.50224	1305	2530.654864	1305
964	16969.5393	1305	2530.801812	1305
965	16964.03905	1305	2529.969004	1305
966	16940.72331	1305	2525.892141	1305
967	16919.76381	1305	2522.903519	1305
968	16921.30487	1305	2522.730455	1305
969	16905.32005	1305	2519.05996	1305
970	16891.88569	1305	2515.398177	1305
971	16883.00364	1305	2513.534643	1305
972	16874.61115	1305	2511.294949	1305
973	16872.86253	1305	2510.476231	1305
974	16867.54183	1305	2509.60644	1305
975	16856.51473	1305	2507.939391	1305
976	16855.97476	1305	2508.042959	1305
977	16843.54493	1305	2504.566466	1305
978	16838.59904	1305	2504.821769	1305
979	16810.01494	1305	2502.688813	1305
980	16807.05208	1305	2501.72467	1305
981	16797.18563	1305	2500.039574	1305
982	16787.57737	1305	2498.449867	1305
983	16785.22173	1305	2497.865536	1305
984	16771.96787	1305	2496.87015	1305
985	16756.91707	1305	2495.295054	1305
986	16767.38267	1305	2494.134205	1305
987	16726.83522	1305	2490.65302	1305
988	16728.49813	1305	2490.970166	1305
989	16720.05582	1305	2490.316781	1305
990	16704.46987	1305	2489.801364	1305
991	16678.66678	1305	2487.456219	1305
992	16677.3912	1305	2486.979864	1305
993	16673.99641	1305	2484.407626	1305
994	16647.36096	1305	2481.273943	1305
995	16652.19798	1305	2480.913652	1305
996	16658.62406	1305	2481.323058	1305
997	16643.90332	1305	2481.192876	1305
998	16627.88146	1305	2479.932889	1305
999	16625.56513	1305	2477.646621	1305
